Token,ShortName,Series,CompanyName,TickSize,LotSize,ScripCode,MarketLot,BCastFlag,AVMBuyMargin,AVMSellMargin,ScripID,ScripName,GroupName,NdFlag,NDSDate,NDEDate,SuspStatus,avmflag,SuspensionReason,Suspensiondate,DateOfListing,DateOfDeListing,IssuePrice,FaceValue,ISINCode,52WeeksHigh,52WeeksLow,LifeTimeHigh,LifeTimeLow,HighDate,LowDate,MarginPercentage,ExchangeCode
975007,AYEND6,DR,10.5% AYE Finance Feb 25,20000,1,975007,0,0,0,0,1050AFL25,10.5% AYE Finance Feb 25,,,,,,,,,,,13333.34,100000,INE501X07455,0,0,0,0,,,,1050AFL25
975075,AYEND7,DR,9% AYE Finance Mar 25,19998,1,975075,0,0,0,0,9AFL25A,9% AYE Finance Mar 25,,,,,,,,,,,13332,100000,INE501X07497,0,0,0,0,,,,9AFL25A
975418,AYEND8,DR,9.5% AYE Finance Aug 25,120000,1,975418,0,0,0,0,950AFL25,9.5% AYE Finance Aug 25,,,,,,,,,,,80000,100000,INE501X07547,0,0,0,0,,,,950AFL25
975539,AYEND9,DR,9.5% AYE Finance Oct 25,120000,1,975539,0,0,0,0,95AFL25,9.5% AYE Finance Oct 25,,,,,,,,,,,80000,100000,INE501X07562,0,0,0,0,,,,95AFL25
508933,AYMSYN,DR,AYM SYNTEX LIMITED,237.05,1,508933,0,0,0,0,AYMSYNTEX,AYM SYNTEX LIMITED,,,,,,,,,,,214.55,10,INE193B01039,323.9,111.1,323.9,2.25,,,,AYMSYNTEX
512063,AYOMER,C,WARDWIZARD HEALTHCARE LIMITED,29.27,1,512063,0,0,0,0,WARDHEALTH,WARDWIZARD HEALTHCARE LIMITED,,,,,,,,,,,26.49,10,INE048E01013,27.88,18.9,27.88,6,,,,WARDHEALTH
544061,AZAENG,DR,AZAD ENGINEERING LIMITED,1922.3,1,544061,0,0,0,0,AZAD,AZAD ENGINEERING LIMITED,,,,,,,,,,,1281.6,2,INE02IJ01035,1928,1128.4,2080,641.95,,,,AZAD
532385,AZTEC,DR,AZTECSOFT LIMITED,0,1,532385,0,0,0,0,,AZTECSOFT LIMITED,,,,,,,,,,,0,3,INE651B01010,0,0,249,12.55,,,,
544177,AZTFLU,DR,AZTEC FLUIDS AND MACHINERY LTD,104.7,1,544177,0,0,0,0,AZTEC,AZTEC FLUIDS AND MACHINERY LTD,,,,,,,,,,,69.8,10,INE0SCB01016,135,70,135,63,,,,AZTEC
531268,B2BSOF,DR,B2B SOFTWARE TECHNOLOGIES LTD.,36.48,1,531268,0,0,0,0,B2BSOFT,B2B SOFTWARE TECHNOLOGIES LTD.,,,,,,,,,,,24.32,10,INE151B01011,45.95,22.5,58.95,0.7,,,,B2BSOFT
544243,BAASTY,DR,BAAZAR STYLE RETAIL LIMITED,335.85,1,544243,0,0,0,0,STYLEBAAZA,BAAZAR STYLE RETAIL LIMITED,,,,,,,,,,,223.95,5,INE01FR01028,430.95,181.3,430.95,181.3,,,,STYLEBAAZA
532977,BAAUTO,DR,BAJAJ AUTO LIMITED,9123.25,1,532977,0,0,0,0,BAJAJ-AUTO,BAJAJ AUTO LIMITED,,,,,,,,,,,7464.55,10,INE917I01010,12772.15,7088.25,12772.15,147.33,,,,BAJAJ-AUTO
532380,BABART,DR,BABA ARTS LTD,10.72,1,532380,0,0,0,0,BABA,BABA ARTS LTD,,,,,,,,,,,7.16,1,INE893A01036,21.93,7.71,29.15,0.14,,,,BABA
524516,BACPHA,C,BACIL PHARMA LTD,37.59,1,524516,0,0,0,0,BACPHAR,BACIL PHARMA LTD,,,,,,,,,,,34.01,10,INE711D01018,62.56,14.85,62.56,0.8,,,,BACPHAR
532161,BAFENG,C,BAFFIN ENG PROJECTS LTD,0.33,1,532161,0,0,0,0,BAFEG,BAFFIN ENG PROJECTS LTD,,,,,,,,,,,0.31,1,INE786D01036,0.5,0.26,30.3,0.26,,,,BAFEG
532978,BAFINS,DR,BAJAJ FINSERV LIMITED,2243.1,1,532978,0,0,0,0,BAJAJFINSV,BAJAJ FINSERV LIMITED,,,,,,,,,,,1835.3,1,INE918I01026,2134.45,1523.75,2134.45,13.96,,,,BAJAJFINSV
51201,BAFOFS,C,BAFNA PHARMACEUTICALS LTD OFS,0,1,51201,0,0,0,0,BAFOFS,BAFNA PHARMACEUTICALS LTD OFS,,,,,,,,,,,0,10,INE000000201,0,0,0,0,,,,BAFOFS
532989,BAFPHA,DR,BAFNA PHARMACEUTICALS LIMITED,94.95,1,532989,0,0,0,0,BAFNAPH,BAFNA PHARMACEUTICALS LIMITED,,,,,,,,,,,85.91,10,INE878I01022,94.9,67.8,195.95,4.65,,,,BAFNAPH
531733,BAFSP,C,BAFNA SPINNING MILLS,0.08,1,531733,0,0,0,0,BAFNASP,BAFNA SPINNING MILLS,,,,,,,,,,,0.07,1,INE657F01034,0.19,0.05,10.1,0.01,,,,BAFNASP
530197,BAGCOL,DR,FUNDVISER CAPITAL INDIA LTD,200.4,1,530197,0,0,0,0,FUNDVISER,FUNDVISER CAPITAL INDIA LTD,,,,,,,,,,,133.6,10,INE365H01014,204.8,112.5,204.8,0.6,,,,FUNDVISER
532507,BAGFIL,DR,BAG FILMS & MEDIA LTD,7.45,1,532507,0,0,0,0,BAGFILMS,BAG FILMS & MEDIA LTD,,,,,,,,,,,6.75,2,INE116D01028,13.89,5.34,104.9,1.33,,,,BAGFILMS
511724,BAILEA,DR,BAID FINSERV LIMITED,15.51,1,511724,0,0,0,0,BAIDFIN,BAID FINSERV LIMITED,,,,,,,,,,,10.35,2,INE020D01022,17.95,9.08,48.51,0.16,,,,BAIDFIN
544093,BAJBAN,DR,BAJAJ FINSERV NIFTY BANK ETF,69.04,1,544093,0,0,0,0,BANKBETF,BAJAJ FINSERV NIFTY BANK ETF,,,,,,,,,,,46.03,10,INF0QA701714,58.22,47.53,58.22,44.65,,,,BANKBETF
533229,BAJCOR,DR,BAJAJ  CONSUMER CARE LIMITED,285.4,1,533229,0,0,0,0,BAJAJCON,BAJAJ  CONSUMER CARE LIMITED,,,,,,,,,,,190.3,1,INE933K01021,288.7,151.95,525,73.3,,,,BAJAJCON
500031,BAJELE,DR,BAJAJ ELECTRICALS LIMITED,784.25,1,500031,0,0,0,0,BAJAJELEC,BAJAJ ELECTRICALS LIMITED,,,,,,,,,,,522.85,2,INE193E01025,1048,487.6,1588.55,32.79,,,,BAJAJELEC
500034,BAJFI,DR,BAJAJ FINANCE LIMITED,1047.6,1,500034,0,0,0,0,BAJFINANCE,BAJAJ FINANCE LIMITED,,,,,,,,,,,857.2,1,INE296A01032,978.59,642.61,978.59,0.2,,,,BAJFINANCE
511139,BAJFIN,C,BAJRANG FINANCE LTD,14.52,1,511139,0,0,0,0,BAJRFIN,BAJRANG FINANCE LTD,,,,,,,,,,,13.14,10,INE507J01017,12,6.25,19,3,,,,BAJRFIN
512261,BAJGLO,C,BAJAJ GLOBAL LTD,3.15,1,512261,0,0,0,0,BAJGLOB,BAJAJ GLOBAL LTD,,,,,,,,,,,2.85,10,INE553H01015,8,3,11.5,3,,,,BAJGLOB
539872,BAJHEA,DR,BAJAJ HEALTHCARE LIMITED,615.35,1,539872,0,0,0,0,BAJAJHCARE,BAJAJ HEALTHCARE LIMITED,,,,,,,,,,,410.25,5,INE411U01027,744.9,331.05,744.9,42.5,,,,BAJAJHCARE
500032,BAJHIN,DR,BAJAJ HINDUSTHAN SUGAR LIMITED,31.2,1,500032,0,0,0,0,BAJAJHIND,BAJAJ HINDUSTHAN SUGAR LIMITED,,,,,,,,,,,20.8,1,INE306A01021,46.1,16.56,212.93,2.34,,,,BAJAJHIND
530573,BAJHIR,DR,TRINITY BIO,3.78,1,530573,0,0,0,0,TRINITY,TRINITY BIO,,,,,,,,,,,3.42,10,INE785B01016,5.7,1.96,50,1.04,,,,TRINITY
500490,BAJHOL,DR,BAJAJ HOLDINGS & INVESTMENT LI,16882,1,500490,0,0,0,0,BAJAJHLDNG,BAJAJ HOLDINGS & INVESTMENT LI,,,,,,,,,,,11254.7,10,INE118A01012,14873.2,9012.35,14873.2,73.33,,,,BAJAJHLDNG
544252,BAJHOU,DR,BAJAJ HOUSING FINANCE LIMITED,133.55,1,544252,0,0,0,0,BAJAJHFL,BAJAJ HOUSING FINANCE LIMITED,,,,,,,,,,,109.35,10,INE377Y01014,188.45,103,188.45,103,,,,BAJAJHFL
975534,BAJND4,DR,8.12% Bajaj Finance Ltd MAY 27,120000,1,975534,0,0,0,0,812BFL27,8.12% Bajaj Finance Ltd MAY 27,,,,,,,,,,,80000,100000,INE296A07SX7,0,0,0,0,,,,812BFL27
544092,BAJNIF,DR,BAJAJ FINSERV NIFTY 50 ETF,306.27,1,544092,0,0,0,0,NIFTYBETF,BAJAJ FINSERV NIFTY 50 ETF,,,,,,,,,,,204.18,10,INF0QA701722,280,221,280,215.03,,,,NIFTYBETF
544182,BAJNLF,DR,BAJAJ FINSERV NIFTY LIQUID ETF,1247.83,1,544182,0,0,0,0,LIQUIDBETF,BAJAJ FINSERV NIFTY LIQUID ETF,,,,,,,,,,,831.88,10,INF0QA701854,1039.73,999.99,1039.73,999.99,,,,LIQUIDBETF
51063,BAJOFS,DR,BAJAJ CORP LTD OFS,0,1,51063,0,0,0,0,BAJAJCORP,BAJAJ CORP LTD OFS,,,,,,,,,,,0,1,INE000000063,0,0,0,0,,,,BAJAJCORP
509419,BAJPLA,C,WOPOLIN PLASTICS LIMITED,4.48,1,509419,0,0,0,0,WOPOLIN,WOPOLIN PLASTICS LIMITED,,,,,,,,,,,4.06,10,INE986C01018,4.67,2.15,150,1,,,,WOPOLIN
544042,BAJPRO,C,BAJEL PROJECTS LIMITED,261.25,1,544042,0,0,0,0,BAJEL,BAJEL PROJECTS LIMITED,,,,,,,,,,,236.45,2,INE0KQN01018,308.25,145.2,330,108.05,,,,BAJEL
507944,BAJSTE,DR,BAJAJ STEEL INDUSTRIES LTD,778.4,1,507944,0,0,0,0,BAJAJST,BAJAJ STEEL INDUSTRIES LTD,,,,,,,,,,,519,5,INE704G01024,988,429.25,988,0.19,,,,BAJAJST
509423,BAKHYL,C,SANATHNAGAR ENTERPRISE LIMITED,49.39,1,509423,0,0,0,0,SEL,SANATHNAGAR ENTERPRISE LIMITED,,,,,,,,,,,47.47,10,INE367E01033,75.13,25.12,87.55,0.95,,,,SEL
513142,BALALL,C,BALASORE ALLOYS LTD,6.6,1,513142,0,0,0,0,BALASORE,BALASORE ALLOYS LTD,,,,,,,,,,,5.98,5,INE135A01024,13.04,5.97,99.9,0.4,,,,BALASORE
530999,BALAMI,DR,BALAJI AMINES LIMITED,2070.65,1,530999,0,0,0,0,BALAMINES,BALAJI AMINES LIMITED,,,,,,,,,,,1380.45,2,INE050E01027,2550.15,1112,5220,1.56,,,,BALAMINES
500038,BALCHI,DR,BALRAMPUR CHINI MILLS LTD,735.4,1,500038,0,0,0,0,BALRAMCHIN,BALRAMPUR CHINI MILLS LTD,,,,,,,,,,,490.3,1,INE119A01028,692.85,419.75,692.85,7.23,,,,BALRAMCHIN
539834,BALCOM,C,BALGOPAL COMMERCIAL LIMITED,204.25,1,539834,0,0,0,0,BALGOPAL,BALGOPAL COMMERCIAL LIMITED,,,,,,,,,,,196.25,10,INE119R01014,202.4,38.2,202.4,3,,,,BALGOPAL
500035,BALDIS,C,BALAJI DISTILLERIES LTD,0,1,500035,0,0,0,0,BALAJIDI,BALAJI DISTILLERIES LTD,,,,,,,,,,,0,10,INE453A01013,53.9,35.55,237.5,2.51,,,,BALAJIDI
530205,BALGAL,DR,BALAJI GALVANISING I,7.35,1,530205,0,0,0,0,,BALAJI GALVANISING I,,,,,,,,,,,6.65,10,,15,6,15,6,,,,
504389,BALHOL,DR,BALGOPAL HOLIDAY RES,8.4,1,504389,0,0,0,0,,BALGOPAL HOLIDAY RES,,,,,,,,,,,7.6,10,,15,13,53,6.5,,,,
530471,BALHOT,DR,BALAJI HOTELS & ENTER. LT,3.6,1,530471,0,0,0,0,BALAJHOTEL,BALAJI HOTELS & ENTER. LT,,,,,,,,,,,2.4,10,INE454A01011,12.8,3,175,3,,,,BALAJHOTEL
500036,BALI,DR,BALAJI INDUSTRIAL CORP. L,1.98,1,500036,0,0,0,0,BALAJIIND,BALAJI INDUSTRIAL CORP. L,,,,,,,,,,,1.32,10,INE455A01018,10.9,1.55,266.67,1.55,,,,BALAJIIND
500102,BALIN,C,BALLARPUR INDUSTRIES LIMITED,0.93,1,500102,0,0,0,0,BALLARPUR,BALLARPUR INDUSTRIES LIMITED,,,,,,,,,,,0.85,2,INE294A01037,1.54,0.57,209.67,0.31,,,,BALLARPUR
502355,BALIND,DR,BALKRISHNA INDUSTRIES LTD,3030.35,1,502355,0,0,0,0,BALKRISIND,BALKRISHNA INDUSTRIES LTD,,,,,,,,,,,2479.45,2,INE787D01026,3375.4,2157.2,3377.95,0.58,,,,BALKRISIND
532485,BALINV,DR,BALMER LAWRIE INVESTMENTS LTD,100.11,1,532485,0,0,0,0,BLIL,BALMER LAWRIE INVESTMENTS LTD,,,,,,,,,,,66.75,1,INE525F01025,1079,59.97,1079,20,,,,BLIL
523319,BALLAW,DR,BALMER LAWRIE & CO LTD,268.5,1,523319,0,0,0,0,BALMLAWRIE,BALMER LAWRIE & CO LTD,,,,,,,,,,,179,10,INE164A01016,298.9,146.7,320.25,1.62,,,,BALMLAWRIE
500037,BALLF,DR,BALMER LAWRIE FREIGH,1.1,1,500037,0,0,0,0,,BALMER LAWRIE FREIGH,,,,,,,,,,,1,10,,0,0,78,1.05,,,,
505864,BALLV,DR,BALMER LAWRI VANLEER,0,1,505864,0,0,0,0,,BALMER LAWRI VANLEER,,,,,,,,,,,0,10,INE920D01015,0,0,80.7,2,,,,
539251,BALPAP,DR,BALKRISHNA PAPER MILLS LIMITED,25.69,1,539251,0,0,0,0,BALKRISHNA,BALKRISHNA PAPER MILLS LIMITED,,,,,,,,,,,17.13,10,INE875R01011,29.9,15.11,85.42,6.77,,,,BALKRISHNA
524824,BALPHA,DR,BAL PHARMA LIMITED,117.95,1,524824,0,0,0,0,BALPHARMA,BAL PHARMA LIMITED,,,,,,,,,,,78.65,10,INE083D01012,157.9,76.3,167.9,8.75,,,,BALPHARMA
750842,BALRE1,C,BALKRISHNA PAPER MILLS LTD RE,5.72,1,750842,0,0,0,0,BALKRI-RE,BALKRISHNA PAPER MILLS LTD RE,,,,,,,,,,,2.46,10,INE875R20011,5.12,1.33,5.12,1.33,,,,BALKRI-RE
514199,BALTEC,C,BALA TECHNO INDUSTRIES LIMITED,1.12,1,514199,0,0,0,0,BALATECIN,BALA TECHNO INDUSTRIES LIMITED,,,,,,,,,,,1.02,10,INE653B01016,2.18,1.01,31.25,0.4,,,,BALATECIN
532382,BALTEL,C,BALAJI TELEFILMS LIMITED,102.97,1,532382,0,0,0,0,BALAJITELE,BALAJI TELEFILMS LIMITED,,,,,,,,,,,93.17,2,INE794B01026,102.55,49.18,388,17.45,,,,BALAJITELE
511395,BALTF,C,BALA TECHNO GLOBAL LIMITED,0.2,1,511395,0,0,0,0,BALATECGL,BALA TECHNO GLOBAL LIMITED,,,,,,,,,,,0.19,1,INE652B01026,0.34,0.19,2.75,0.09,,,,BALATECGL
520127,BALTRA,DR,BALURGHAT TECHNOLOGIES LIMITED,23.36,1,520127,0,0,0,0,BALTE,BALURGHAT TECHNOLOGIES LIMITED,,,,,,,,,,,15.58,10,INE654B01014,41.5,16.5,41.5,0.53,,,,BALTE
519295,BAMAGR,DR,BAMBINO AGRO INDUSTRIES LTD,336.35,1,519295,0,0,0,0,BAMBINO,BAMBINO AGRO INDUSTRIES LTD,,,,,,,,,,,224.25,10,INE921D01013,467.55,270,470,2.5,,,,BAMBINO
960309,BAMND1,DR,7.75% Bank of Maha. Dec 30,1200000,1,960309,0,0,0,0,775BOM30,7.75% Bank of Maha. Dec 30,,,,,,,,,,,800000,1000000,INE457A08068,0,0,0,0,,,,775BOM30
531591,BAMSEC,DR,BAMPSL SECURITIES LTD,19.29,1,531591,0,0,0,0,BAMPSL,BAMPSL SECURITIES LTD,,,,,,,,,,,17.47,10,INE802A01037,20.3,7.61,32.7,0.59,,,,BAMPSL
523186,BAMULT,DR,B N A PACKAGING INDIA LIMITED,296.4,1,523186,0,0,0,0,BAPACK,B N A PACKAGING INDIA LIMITED,,,,,,,,,,,197.6,10,INE00FM01013,533.4,225.25,533.4,2.22,,,,BAPACK
500041,BANAMA,DR,BANNARI AMMAN SUGARS LTD,4512,1,500041,0,0,0,0,BANARISUG,BANNARI AMMAN SUGARS LTD,,,,,,,,,,,3008,10,INE459A01010,4674.95,2611.1,4674.95,32.75,,,,BANARISUG
541153,BANBAN,DR,BANDHAN BANK LIMITED,199,1,541153,0,0,0,0,BANDHANBNK,BANDHAN BANK LIMITED,,,,,,,,,,,162.9,10,INE545U01014,222.3,128.15,741,128.15,,,,BANDHANBNK
532134,BANBAR,DR,BANK OF BARODA,263.45,1,532134,0,0,0,0,BANKBARODA,BANK OF BARODA,,,,,,,,,,,215.55,2,INE028A01039,266.8,190.7,298.45,6.02,,,,BANKBARODA
526849,BANBEA,DR,BANARAS BEADS LTD,143.4,1,526849,0,0,0,0,BANARBEADS,BANARAS BEADS LTD,,,,,,,,,,,95.6,10,INE655B01011,169.2,95,169.2,2.75,,,,BANARBEADS
590106,BANBEE,DR,NIPPON INDIA ETF NIF BANK BEES,703.88,1,590106,0,0,0,0,BANKBEES,NIPPON INDIA ETF NIF BANK BEES,,,,,,,,,,,469.25,10,INF204KB15I9,594,480,594,78.15,,,,BANKBEES
508671,BANCEM,DR,SATELLITE INFOCONCEPTS LTD,8.92,1,508671,0,0,0,0,SATELINFO,SATELLITE INFOCONCEPTS LTD,,,,,,,,,,,8.08,10,,9.55,2.75,48.5,2.75,,,,SATELINFO
509053,BANFIN,DR,BANAS FINANCE LIMITED,10.69,1,509053,0,0,0,0,BANASFN,BANAS FINANCE LIMITED,,,,,,,,,,,7.13,10,INE521L01030,11.99,6.4,277.97,0.22,,,,BANASFN
539120,BANFOR,C,BANGALORE FORT FARMS LTD,37.8,1,539120,0,0,0,0,BFFL,BANGALORE FORT FARMS LTD,,,,,,,,,,,34.2,10,INE578R01011,71.63,36,82.55,8.46,,,,BFFL
532149,BANIND,DR,BANK OF INDIA,124.45,1,532149,0,0,0,0,BANKINDIA,BANK OF INDIA,,,,,,,,,,,101.85,10,INE084A01016,130.35,90,588,8.75,,,,BANKINDIA
522157,BANKA,DR,BANKA (INDIA),2.22,1,522157,0,0,0,0,BANKA,BANKA (INDIA),,,,,,,,,,,1.48,10,INE148C01015,3.75,0.65,45,0.5,,,,BANKA
999911,BANKEX,DR,BANKEX,0,1,999911,0,0,0,0,,BANKEX,,,,,,,,,,,0,0,,0,0,0,0,,,,
532525,BANMAH,DR,BANK OF MAHARASHTRA,67.65,1,532525,0,0,0,0,MAHABANK,BANK OF MAHARASHTRA,,,,,,,,,,,45.11,10,INE457A01014,70.75,38.11,96.5,7.71,,,,MAHABANK
973596,BANN10,DR,7.95% BOB PERPETUAL PVT,12370846.8,1,973596,0,0,0,0,795BOBPER,7.95% BOB PERPETUAL PVT,,,,,,,,,,,8247231.2,10000000,INE028A08265,0,0,0,0,,,,795BOBPER
956742,BANN11,DR,8.6% Bank of Baroda Perpetual,1096740,1,956742,0,0,0,0,86BOBPER,8.6% Bank of Baroda Perpetual,,,,,,,,,,,731160,1000000,INE028A08109,0,0,0,0,,,,86BOBPER
973743,BANN12,DR,BANK OF BARODA XVIII 8 FVRS1CR,12634118.4,1,973743,0,0,0,0,8BOBPERP,BANK OF BARODA XVIII 8 FVRS1CR,,,,,,,,,,,8422745.6,10000000,INE028A08273,0,0,0,0,,,,8BOBPERP
955928,BANND1,DR,BANK OF BARODA SRVII 9.14 PP,1260000,1,955928,0,0,0,0,914BOBPER,BANK OF BARODA SRVII 9.14 PP,,,,,,,,,,,840000,1000,INE028A08091,0,0,1099405,1011000,,,,914BOBPER
959085,BANND2,DR,8.70% Bank of Baroda Perpetual,1294752,1,959085,0,0,0,0,87BOBPER,8.70% Bank of Baroda Perpetual,,,,,,,,,,,863168,10000000,INE028A08174,1078139,1000000,1118820.26,992265.59,,,,87BOBPER
959117,BANND3,DR,8.99% Bank of Baroda Perpetual,1285688.4,1,959117,0,0,0,0,899BOBPER,8.99% Bank of Baroda Perpetual,,,,,,,,,,,857125.6,1000,INE028A08182,1076000,1000000,1112432.8,1000000,,,,899BOBPER
956792,BANND4,DR,BANK OF BARODA SRIX 8.65 BD PP,1200000,1,956792,0,0,0,0,865BOBPER,BANK OF BARODA SRIX 8.65 BD PP,,,,,,,,,,,800000,1000000,INE028A08117,0,0,0,0,,,,865BOBPER
959756,BANND5,DR,8.25% Bank of Baroda Perpetual,1281447.6,1,959756,0,0,0,0,825BOBPER,8.25% Bank of Baroda Perpetual,,,,,,,,,,,854298.4,10000000,INE028A08216,1074352.08,993102.6,1091234,880002,,,,825BOBPER
959800,BANND6,DR,8.5% BANK OF BARODA PERP.,1276824,1,959800,0,0,0,0,85BOBPERP,8.5% BANK OF BARODA PERP.,,,,,,,,,,,851216,1000000,INE028A08224,1077000,975901,1113454.71,975901,,,,85BOBPERP
955338,BANND7,DR,BANK OF BARODA 8.5 PERP FV10L,1212000,1,955338,0,0,0,0,85BOBPER,BANK OF BARODA 8.5 PERP FV10L,,,,,,,,,,,808000,1000000,INE028A08083,0,0,0,0,,,,85BOBPER
960413,BANND9,DR,8.15% BANK OF BOB PERP DEC 99,1234401.4,1,960413,0,0,0,0,815BOBPERA,8.15% BANK OF BOB PERP DEC 99,,,,,,,,,,,822934.28,1000000,INE028A08240,0,0,0,0,,,,815BOBPERA
532946,BANOVE,DR,BANG OVERSEAS LIMITED,62.31,1,532946,0,0,0,0,BANG,BANG OVERSEAS LIMITED,,,,,,,,,,,50.99,10,INE863I01016,96.4,43,307.8,5.9,,,,BANG
500039,BANPRO,DR,BANCO PRODUCTS (INDIA) LTD,724.1,1,500039,0,0,0,0,BANCOINDIA,BANCO PRODUCTS (INDIA) LTD,,,,,,,,,,,592.5,2,INE213C01025,690,292.95,690,0.74,,,,BANCOINDIA
500070,BANPUN,DR,BANK OF PUNJAB LTD,0,1,500070,0,0,0,0,,BANK OF PUNJAB LTD,,,,,,,,,,,0,10,INE458A01012,0,0,46.3,10,,,,
500019,BANRAJ,DR,THE BANK OF RAJASTHAN LTD,0,1,500019,0,0,0,0,BOR,THE BANK OF RAJASTHAN LTD,,,,,,,,,,,0,10,INE320A01014,0,0,213.5,5.4,,,,BOR
750978,BANRE1,C,BANNARI AMMAN SPINNING MILL RE,5.12,1,750978,0,0,0,0,BASML-RE1,BANNARI AMMAN SPINNING MILL RE,,,,,,,,,,,2.2,10,INE186H20022,4.99,2.15,4.99,2.15,,,,BASML-RE1
538546,BANROO,DR,BANSAL ROOFING PRODUCTS LTD,150.3,1,538546,0,0,0,0,BRPL,BANSAL ROOFING PRODUCTS LTD,,,,,,,,,,,100.2,10,INE319Q01012,163.7,73.5,163.7,5.64,,,,BRPL
532674,BANSPI,DR,BANNARI AMMAN SPINNING MILLS L,38.55,1,532674,0,0,0,0,BASML,BANNARI AMMAN SPINNING MILLS L,,,,,,,,,,,25.71,5,INE186H01022,63.37,28.12,125.6,7.69,,,,BASML
503722,BANSYN,DR,BANSWARA SYNTEX LIMITED,171.8,1,503722,0,0,0,0,BANSWRAS,BANSWARA SYNTEX LIMITED,,,,,,,,,,,114.6,5,INE629D01020,182.35,110.25,188.5,0.33,,,,BANSWRAS
502722,BANTEX,DR,BANSWARA TEXTILE MILLS LTD.,0,1,502722,0,0,0,0,,BANSWARA TEXTILE MILLS LTD.,,,,,,,,,,,0,10,,0,0,1.5,1.5,,,,
544209,BANWIR,DR,BANSAL WIRE INDUSTRIES LIMITED,449.6,1,544209,0,0,0,0,BANSALWIRE,BANSAL WIRE INDUSTRIES LIMITED,,,,,,,,,,,367.9,5,INE0B9K01025,502.2,323.15,502.2,323.15,,,,BANSALWIRE
508136,BAPLAN,DR,B & A LTD,562.55,1,508136,0,0,0,0,BNALTD,B & A LTD,,,,,,,,,,,375.05,10,INE489D01011,688.9,415,734.4,4.5,,,,BNALTD
750798,BAPRE1,C,BANDARAM PHARMA PACKTECH RE,33.76,1,750798,0,0,0,0,BPPL-RE,BANDARAM PHARMA PACKTECH RE,,,,,,,,,,,14.48,10,INE875N20010,35.22,18,35.22,18,,,,BPPL-RE
945866,BARC25,DR,BARCLAYS-SR25-02-01-2012-PVT,0,1,945866,0,0,0,0,BARCLAYS25,BARCLAYS-SR25-02-01-2012-PVT,,,,,,,,,,,0,10000,INE704I07258,0,0,0,0,,,,BARCLAYS25
750719,BARE1,C,BANAS FINANCE LTD RIGHTS ENT,2.46,1,750719,0,0,0,0,BANASFN-RE,BANAS FINANCE LTD RIGHTS ENT,,,,,,,,,,,1.06,10,INE521L20014,5,0.73,5,0.73,,,,BANASFN-RE
750861,BARE2,C,BANAS FINANCE LTD RIGHTS ENT 2,0.6,1,750861,0,0,0,0,BANASF-RE1,BANAS FINANCE LTD RIGHTS ENT 2,,,,,,,,,,,0.5,10,INE521L20022,2.33,0.55,2.33,0.55,,,,BANASF-RE1
503956,BARELE,DR,BARODA ELECTRIC METE,12.75,1,503956,0,0,0,0,,BARODA ELECTRIC METE,,,,,,,,,,,11.55,10,,16,2.35,94,1.05,,,,
513502,BAREXT,DR,BARODA EXTRUSION LTD,8.42,1,513502,0,0,0,0,BAROEXT,BARODA EXTRUSION LTD,,,,,,,,,,,7.62,1,INE927K01023,15.02,6.03,15.02,0.07,,,,BAROEXT
532336,BARINF,C,BARON INFOTECH LTD,1.32,1,532336,0,0,0,0,BARONINF,BARON INFOTECH LTD,,,,,,,,,,,1.26,10,INE228B01017,1.32,0.92,35,0.19,,,,BARONINF
532694,BARLTD,DR,BARTRONICS INDIA LTD,16.02,1,532694,0,0,0,0,ASMS,BARTRONICS INDIA LTD,,,,,,,,,,,10.68,1,INE855F01042,25.84,12,294.5,0.61,,,,ASMS
946530,BARN01,DR,BARCLAYS SR-123 29AP13 FV10LAC,1392522,1,946530,0,0,0,0,BARCLAYS123,BARCLAYS SR-123 29AP13 FV10LAC,,,,,,,,,,,928348.01,100000,INE704I07BC3,0,0,0,0,,,,BARCLAYS123
947544,BARN02,DR,BARCLAYS S-DS264 BR 16FB15 1LC,193200,1,947544,0,0,0,0,BIL14OCT11A,BARCLAYS S-DS264 BR 16FB15 1LC,,,,,,,,,,,128800,100000,INE704I07FN1,0,0,0,0,,,,BIL14OCT11A
543283,BARNAT,DR,BARBEQUE NATION HOSPITALITY,379.6,1,543283,0,0,0,0,BARBEQUE,BARBEQUE NATION HOSPITALITY,,,,,,,,,,,253.1,5,INE382M01027,704.5,247.25,1949.7,247.25,,,,BARBEQUE
51216,BAROFS,DR,BARTRONICS INDIA LTD OFS,0,1,51216,0,0,0,0,ASMS,BARTRONICS INDIA LTD OFS,,,,,,,,,,,0,10,INE000000216,0,0,0,0,,,,ASMS
500270,BARRAY,DR,BARODA RAYON CO LTD,193,1,500270,0,0,0,0,BARODARY,BARODA RAYON CO LTD,,,,,,,,,,,128.7,10,INE461A01024,215,120.3,501.3,2.05,,,,BARODARY
532916,BARVAL,DR,BARAK VALLEY CEMENTS LIMITED,57.78,1,532916,0,0,0,0,BVCL,BARAK VALLEY CEMENTS LIMITED,,,,,,,,,,,38.52,10,INE139I01011,75.12,34.31,77.33,4.02,,,,BVCL
524687,BASAGR,DR,BASANT AGRO-TECH (INDIA) LTD,17.35,1,524687,0,0,0,0,BASANTGL,BASANT AGRO-TECH (INDIA) LTD,,,,,,,,,,,11.57,1,INE473E01021,22.29,11,29.4,1.08,,,,BASANTGL
